Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
ACTR6	HNRNPA2B1	HNRNPA2B1	19|2|7	28	9.33	3	13|0|0|0|0|2|2|0|1	0.62	0.99	0.62	0.99	0.62	-2.99	4.67	0.05	
ACTR6	NOLC1	NOLC1	20|0|1	21	7.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	70.00	0.20	
ACTR6	DDX3X	DDX3X	2|0|15	17	5.67	3	15|10|5|0|1|10|5|4|13	0.00	0.01	0.00	0.01	0.00	-28.83	0.81	0.32	
ACTR6	KHDRBS1	KHDRBS1	2|0|2	4	1.33	3	0|12|0|0|5|0|2|0|1	0.00	0.00	0.00	0.00	0.00	-7.68	0.60	0.37	
ACTR6	EEF1A1	EEF1A1	35|0|13	48	16.00	3	72|9|28|0|4|15|7|18|24	0.00	0.00	0.00	0.00	0.00	-84.46	0.81	0.35	
ACTR6	EEF1A2	EEF1A2	21|0|8	29	9.67	3	40|6|18|0|0|8|5|3|12	0.00	0.00	0.00	0.00	0.00	-42.48	0.95	0.33	
ACTR6	VIM	VIM	14|0|5	19	6.33	3	1|5|118|0|0|0|4|0|0	0.00	0.00	0.00	0.00	0.00	-59.35	0.45	0.37	
ACTR6	KIF11	KIF11	57|3|4	64	21.33	3	83|31|47|25|53|140|337|223|0	0.00	0.00	0.00	0.00	0.00	-447.43	0.20	0.37	
ACTR6	ACTN4	ACTN4	15|2|4	21	7.00	3	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	4.26	70.00	0.00	
ACTR6	ACTN1	ACTN1	8|2|2	12	4.00	3	0|0|0|0|0|0|0|0|0	0.99	1.00	0.99	1.00	0.99	4.26	40.00	0.00	
ACTR6	E2F7	E2F7	1|0|9	10	3.33	3	0|0|0|0|1|3|1|0|0	0.33	1.00	0.33	1.00	0.33	-2.01	6.00	0.22	
ACTR6	DDX5	DDX5	4|1|3	8	2.67	3	9|10|3|0|0|0|4|2|8	0.00	0.00	0.00	0.00	0.00	-12.79	0.67	0.37	
ACTR6	STK38L	STK38L	14|3|9	26	8.67	3	23|15|49|6|14|24|24|18|0	0.00	0.00	0.00	0.00	0.00	-71.58	0.45	0.37	
ACTR6	HNRNPF	HNRNPF	39|5|3	47	15.67	3	9|27|8|0|5|1|20|4|6	0.32	0.97	0.32	0.97	0.32	-27.92	1.76	0.26	
ACTR6	EEF2	EEF2	7|0|3	10	3.33	3	12|0|2|1|2|9|6|3|3	0.00	0.01	0.00	0.01	0.00	-16.64	0.79	0.32	
ACTR6	HSPA5	HSPA5	52|3|4	59	19.67	3	12|31|8|0|3|21|6|6|8	0.33	0.99	0.33	0.99	0.33	-34.77	1.86	0.24	
ACTR6	FLNA	FLNA	4|3|14	21	7.00	3	5|0|2|0|5|67|6|2|1	0.00	0.00	0.00	0.00	0.00	-30.75	0.72	0.35	
ACTR6	HNRNPU	HNRNPU	5|5|5	15	5.00	3	41|6|1|0|0|47|46|85|4	0.00	0.00	0.00	0.00	0.00	-92.15	0.20	0.37	
ACTR6	DDX17	DDX17	5|1|7	13	4.33	3	7|8|2|0|0|0|3|2|5	0.13	0.33	0.13	0.33	0.13	-8.85	1.44	0.29	
ACTR6	RIF1	RIF1	1|5|11	17	5.67	3	12|8|0|0|1|1|0|3|0	0.35	0.91	0.35	0.91	0.35	-7.90	2.04	0.19	
ACTR6	SMC1A	SMC1A	2|2|7	11	3.67	3	0|1|0|0|0|0|0|0|0	0.99	1.00	0.99	1.00	0.99	4.78	33.00	0.00	
ACTR6	DHX9	DHX9	46|10|5	61	20.33	3	0|2|0|0|0|2|2|2|0	0.99	1.00	0.99	1.00	0.99	3.56	22.88	0.00	
ACTR6	SPTBN1	SPTBN1	24|2|30	56	18.67	3	11|8|6|0|1|11|3|3|0	0.66	1.00	0.66	1.00	0.66	-13.90	3.91	0.04	
ACTR6	SRRM2	SRRM2	6|20|7	33	11.00	3	2|20|0|0|5|21|4|8|2	0.13	0.38	0.13	0.38	0.13	-14.52	1.60	0.29	
ACTR6	PRKDC	PRKDC	103|3|58	164	54.67	3	36|0|0|0|0|2|32|9|11	0.66	1.00	0.66	1.00	0.66	-31.99	5.47	0.04	
ACTR6	RPLP2	RPLP2	17|0|0	17	5.67	3	0|1|0|0|0|0|8|0|2	0.33	0.99	0.33	0.99	0.33	-3.65	4.64	0.23	
ACTR6	BASP1	BASP1	13|0|0	13	4.33	3	10|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-2.83	3.90	0.24	
ACTR6	SNRPE	SNRPE	9|0|2	11	3.67	3	0|0|0|0|0|0|0|0|0	0.66	1.00	0.66	1.00	0.66	-0.28	36.67	0.04	
ACTR6	RPLP1	RPLP1	6|0|1	7	2.33	3	2|0|0|0|2|0|6|0|2	0.30	0.91	0.30	0.91	0.30	-4.46	1.75	0.26	
ACTR6	SNRPD2	SNRPD2	15|5|3	23	7.67	3	2|3|2|0|0|1|5|8|0	0.45	0.99	0.45	0.99	0.45	-3.19	3.29	0.17	
ACTR6	GNAI2	GNAI2	37|0|0	37	12.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	123.33	0.19	
ACTR6	SNRPA1	SNRPA1	31|0|0	31	10.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	103.33	0.19	
ACTR6	RPS15	RPS15	7|0|0	7	2.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	23.33	0.21	
ACTR6	RPS17	RPS17	7|0|0	7	2.33	3	2|0|0|0|0|0|1|0|0	0.33	1.00	0.33	1.00	0.33	-1.14	7.00	0.22	
ACTR6	SNRPD1	SNRPD1	21|0|9	30	10.00	3	3|4|7|0|2|9|36|25|5	0.00	0.00	0.00	0.00	0.00	-42.00	0.99	0.33	
ACTR6	GNB1	GNB1	27|0|0	27	9.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	90.00	0.19	
ACTR6	GNB2	GNB2	19|0|0	19	6.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	63.33	0.20	
ACTR6	RPLP0	RPLP0	32|0|0	32	10.67	3	2|0|1|0|0|0|9|0|4	0.33	1.00	0.33	1.00	0.33	-6.33	6.00	0.22	
ACTR6	HIST1H4J	HIST1H4J	21|4|0	25	8.33	3	1|0|0|0|0|0|5|4|1	0.60	1.00	0.60	1.00	0.60	-3.94	6.82	0.05	
ACTR6	YWHAE	YWHAE	16|2|2	20	6.67	3	9|4|5|0|3|0|4|1|0	0.33	0.99	0.33	0.99	0.33	-6.87	2.31	0.25	
ACTR6	RPL23	RPL23	18|0|1	19	6.33	3	1|2|0|0|0|3|4|1|3	0.33	1.00	0.33	1.00	0.33	-5.71	4.07	0.21	
ACTR6	LSM2	LSM2	3|0|0	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	10.00	0.22	
ACTR6	HSPA9	HSPA9	41|1|1	43	14.33	3	3|0|0|0|0|6|6|4|9	0.33	1.00	0.33	1.00	0.33	-9.25	4.61	0.21	
ACTR6	RPL22	RPL22	9|0|0	9	3.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	30.00	0.20	
ACTR6	RPS14	RPS14	11|0|2	13	4.33	3	0|0|0|0|0|0|4|2|0	0.58	1.00	0.58	1.00	0.58	-2.53	6.50	0.05	
ACTR6	CBX1	CBX1	7|0|0	7	2.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	23.33	0.21	
ACTR6	RPS11	RPS11	16|0|0	16	5.33	3	0|0|0|0|0|4|0|2|6	0.33	1.00	0.33	1.00	0.33	-4.37	4.00	0.23	
ACTR6	DPY30	DPY30	11|0|6	17	5.67	3	8|8|0|0|3|0|0|0|1	0.53	0.95	0.53	0.95	0.53	-7.83	2.55	0.06	
ACTR6	RPS3	RPS3	11|0|1	12	4.00	3	0|0|0|0|0|0|2|0|0	0.33	1.00	0.33	1.00	0.33	-0.76	18.00	0.21	
ACTR6	RPL12	RPL12	13|0|0	13	4.33	3	1|0|0|0|1|0|6|0|0	0.33	0.99	0.33	0.99	0.33	-3.49	4.88	0.23	
ACTR6	CALM2	CALM2	9|0|0	9	3.00	3	23|1|0|0|0|0|0|0|0	0.30	0.89	0.30	0.89	0.30	-9.28	1.12	0.27	
ACTR6	RCN1	RCN1	22|0|0	22	7.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	73.33	0.20	
ACTR6	RPS23	RPS23	8|0|0	8	2.67	3	0|0|0|0|0|4|1|1|3	0.33	0.98	0.33	0.98	0.33	-3.01	2.67	0.25	
ACTR6	FLOT1	FLOT1	30|0|0	30	10.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	100.00	0.19	
ACTR6	GNG12	GNG12	2|0|0	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	GNAI3	GNAI3	24|0|0	24	8.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	80.00	0.19	
ACTR6	MYL6	MYL6	12|0|0	12	4.00	3	3|2|3|5|1|1|0|0|0	0.33	1.00	0.33	1.00	0.33	-6.14	2.40	0.23	
ACTR6	GAPDH	GAPDH	15|0|2	17	5.67	3	28|0|2|0|0|3|4|1|0	0.29	0.88	0.29	0.88	0.29	-15.84	1.34	0.27	
ACTR6	RPL37A	RPL37A	5|0|0	5	1.67	3	0|0|0|0|0|0|6|0|1	0.31	0.94	0.31	0.94	0.31	-3.07	2.14	0.26	
ACTR6	C1QBP	C1QBP	16|0|0	16	5.33	3	0|0|0|0|0|6|1|5|0	0.33	1.00	0.33	1.00	0.33	-4.31	4.00	0.23	
ACTR6	BSG	BSG	4|0|0	4	1.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	13.33	0.22	
ACTR6	NHP2L1	NHP2L1	6|0|0	6	2.00	3	0|1|0|0|3|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-1.62	4.50	0.24	
ACTR6	RPS16	RPS16	12|0|2	14	4.67	3	0|0|0|0|0|0|4|2|0	0.58	1.00	0.58	1.00	0.58	-2.53	7.00	0.05	
ACTR6	PRDX3	PRDX3	9|0|0	9	3.00	3	0|0|0|0|0|3|5|3|0	0.33	0.98	0.33	0.98	0.33	-3.94	2.45	0.26	
ACTR6	BAG2	BAG2	11|0|0	11	3.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	36.67	0.20	
ACTR6	SSB	SSB	42|0|0	42	14.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	140.00	0.19	
ACTR6	RCN2	RCN2	18|0|0	18	6.00	3	0|0|0|0|0|0|27|3|0	0.32	0.97	0.32	0.97	0.32	-11.91	1.80	0.26	
ACTR6	RPL7	RPL7	18|0|0	18	6.00	3	0|0|0|0|2|0|9|0|0	0.33	0.99	0.33	0.99	0.33	-3.54	4.91	0.23	
ACTR6	RPS24	RPS24	14|0|3	17	5.67	3	0|0|0|0|0|0|0|0|0	0.67	1.00	0.67	1.00	0.67	-0.28	56.67	0.04	
ACTR6	RPS5	RPS5	15|0|1	16	5.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	53.33	0.20	
ACTR6	RPL5	RPL5	18|0|0	18	6.00	3	0|0|0|0|0|0|12|0|0	0.33	0.99	0.33	0.99	0.33	-3.86	4.50	0.24	
ACTR6	ACTR6	ACTR6	0|0|0	0	0.00	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	0.00	0.37	
ACTR6	MYL12B	MYL12B	11|0|0	11	3.67	3	0|0|1|2|1|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-1.51	8.25	0.20	
ACTR6	TUFM	TUFM	22|0|0	22	7.33	3	3|0|0|0|0|16|8|12|2	0.32	0.97	0.32	0.97	0.32	-17.82	1.61	0.26	
ACTR6	CALU	CALU	10|0|0	10	3.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	33.33	0.20	
ACTR6	PRMT5	PRMT5	25|7|5	37	12.33	3	32|10|115|1|7|154|178|165|0	0.00	0.00	0.00	0.00	0.00	-301.92	0.17	0.37	
ACTR6	RPS4X	RPS4X	7|0|1	8	2.67	3	0|0|0|0|0|4|0|0|1	0.33	0.99	0.33	0.99	0.33	-2.10	4.80	0.24	
ACTR6	WDR77	WDR77	19|1|5	25	8.33	3	34|2|55|0|2|100|167|99|0	0.00	0.00	0.00	0.00	0.00	-219.07	0.16	0.37	
ACTR6	ENO1	ENO1	18|0|2	20	6.67	3	21|1|0|0|0|0|7|2|0	0.32	0.96	0.32	0.96	0.32	-12.69	1.94	0.26	
ACTR6	RPS12	RPS12	6|0|0	6	2.00	3	0|0|0|0|0|0|2|0|0	0.33	1.00	0.33	1.00	0.33	-0.76	9.00	0.23	
ACTR6	RPL4	RPL4	26|0|0	26	8.67	3	0|0|0|0|3|1|14|4|4	0.33	0.99	0.33	0.99	0.33	-10.82	3.00	0.23	
ACTR6	RPL6	RPL6	24|0|0	24	8.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	80.00	0.19	
ACTR6	H2AFX	H2AFX	20|1|2	23	7.67	3	2|4|0|0|0|2|1|1|0	0.45	1.00	0.45	1.00	0.45	-2.17	6.90	0.17	
ACTR6	MYH10	MYH10	57|4|0	61	20.33	3	2|0|0|0|0|1|2|0|0	0.66	1.00	0.66	1.00	0.66	-1.95	36.60	0.05	
ACTR6	RPS8	RPS8	11|0|0	11	3.67	3	0|0|0|0|0|0|4|0|2	0.33	1.00	0.33	1.00	0.33	-2.53	5.50	0.23	
ACTR6	NCBP1	NCBP1	38|0|0	38	12.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	126.67	0.19	
ACTR6	HIST1H2AD	HIST1H2AD	18|4|1	23	7.67	3	4|6|4|2|3|3|3|3|2	0.33	1.00	0.33	1.00	0.33	-10.70	2.30	0.19	
ACTR6	HIST2H2AC	HIST2H2AC	18|4|1	23	7.67	3	0|0|0|0|0|0|0|0|0	0.67	1.00	0.67	1.00	0.67	2.23	76.67	0.04	
ACTR6	CLTC	CLTC	48|1|13	62	20.67	3	0|0|7|0|0|0|0|0|0	0.66	1.00	0.66	1.00	0.66	-0.12	26.57	0.04	
ACTR6	RPS13	RPS13	9|0|0	9	3.00	3	0|0|0|0|0|0|0|0|2	0.33	1.00	0.33	1.00	0.33	-0.76	13.50	0.22	
ACTR6	ATP5A1	ATP5A1	24|0|0	24	8.00	3	0|0|0|0|0|0|2|1|0	0.33	1.00	0.33	1.00	0.33	-1.14	24.00	0.20	
ACTR6	SNRPD3	SNRPD3	2|0|2	4	1.33	3	0|0|0|0|0|0|1|1|0	0.62	0.93	0.62	0.93	0.62	-0.72	6.00	0.05	
ACTR6	SPTLC1	SPTLC1	3|0|0	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	10.00	0.22	
ACTR6	HNRNPM	HNRNPM	29|0|15	44	14.67	3	1|6|1|0|5|0|4|0|0	0.66	1.00	0.66	1.00	0.66	-6.98	7.76	0.04	
ACTR6	GNAI1	GNAI1	20|0|0	20	6.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	66.67	0.20	
ACTR6	PDCD6	PDCD6	7|0|6	13	4.33	3	3|0|0|0|0|9|5|8|0	0.26	0.50	0.26	0.50	0.26	-10.45	1.56	0.27	
ACTR6	BRIX1	BRIX1	12|0|0	12	4.00	3	0|0|0|0|0|0|3|0|0	0.33	1.00	0.33	1.00	0.33	-1.22	12.00	0.22	
ACTR6	YBX1	YBX1	8|0|0	8	2.67	3	2|0|0|0|2|5|4|3|0	0.32	0.95	0.32	0.95	0.32	-6.59	1.50	0.26	
ACTR6	HIST1H3F	HIST1H3F	11|0|0	11	3.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	36.67	0.20	
ACTR6	HIST2H3C	HIST2H3C	3|0|0	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	10.00	0.22	
ACTR6	H3F3A	H3F3A	6|0|0	6	2.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	20.00	0.21	
ACTR6	PTBP1	PTBP1	21|0|22	43	14.33	3	30|88|44|0|15|3|1|0|17	0.00	0.00	0.00	0.00	0.00	-94.62	0.65	0.37	
ACTR6	VDAC1	VDAC1	8|0|0	8	2.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	26.67	0.20	
ACTR6	FLOT2	FLOT2	16|0|0	16	5.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	53.33	0.20	
ACTR6	EEF1D	EEF1D	6|0|2	8	2.67	3	6|0|2|0|0|0|1|1|6	0.30	0.82	0.30	0.82	0.30	-6.45	1.50	0.27	
ACTR6	RPS3A	RPS3A	17|0|0	17	5.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	56.67	0.20	
ACTR6	PGRMC1	PGRMC1	5|0|0	5	1.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	16.67	0.21	
ACTR6	HSD17B10	HSD17B10	4|0|0	4	1.33	3	0|0|0|0|0|2|6|5|0	0.24	0.71	0.24	0.71	0.24	-4.87	0.92	0.28	
ACTR6	RPL10A	RPL10A	10|0|0	10	3.33	3	0|0|0|0|0|0|4|0|1	0.33	1.00	0.33	1.00	0.33	-2.10	6.00	0.23	
ACTR6	RPL15	RPL15	17|0|0	17	5.67	3	0|0|0|0|2|4|14|0|0	0.33	0.98	0.33	0.98	0.33	-7.54	2.55	0.26	
ACTR6	NCL	NCL	65|3|13	81	27.00	3	0|0|0|1|0|0|8|0|0	0.94	1.00	0.94	1.00	0.94	1.53	27.00	0.01	
ACTR6	RPS6	RPS6	7|0|0	7	2.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	23.33	0.21	
ACTR6	CAPZA1	CAPZA1	7|0|0	7	2.33	3	3|0|0|0|0|2|0|0|0	0.33	0.99	0.33	0.99	0.33	-2.05	4.20	0.24	
ACTR6	SSBP1	SSBP1	4|0|0	4	1.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	13.33	0.22	
ACTR6	MRPS17	MRPS17	2|0|0	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	SFRS1	SFRS1	11|8|9	28	9.33	3	0|1|0|0|0|0|4|0|0	0.99	1.00	0.99	1.00	0.99	4.80	16.80	0.00	
ACTR6	RPL3	RPL3	24|0|0	24	8.00	3	0|0|0|0|0|0|11|0|0	0.33	1.00	0.33	1.00	0.33	-3.35	6.55	0.23	
ACTR6	EEF1G	EEF1G	15|0|0	15	5.00	3	9|1|10|0|0|0|4|0|65	0.00	0.00	0.00	0.00	0.00	-40.57	0.51	0.34	
ACTR6	RPL17	RPL17	15|0|0	15	5.00	3	0|0|0|0|0|7|0|4|2	0.33	0.99	0.33	0.99	0.33	-4.84	3.46	0.23	
ACTR6	C1orf57	C1orf57	5|0|0	5	1.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	16.67	0.21	
ACTR6	MYH9	MYH9	57|2|0	59	19.67	3	14|0|2|30|4|8|1|3|0	0.33	0.99	0.33	0.99	0.33	-27.87	2.85	0.23	
ACTR6	JUP	JUP	27|0|0	27	9.00	3	12|0|1|0|0|0|6|0|0	0.33	1.00	0.33	1.00	0.33	-7.08	4.26	0.23	
ACTR6	RSL1D1	RSL1D1	20|0|0	20	6.67	3	1|3|0|0|0|0|7|0|2	0.33	1.00	0.33	1.00	0.33	-4.88	4.62	0.22	
ACTR6	RPL21	RPL21	12|0|0	12	4.00	3	1|0|0|0|3|0|2|0|0	0.33	1.00	0.33	1.00	0.33	-2.43	6.00	0.22	
ACTR6	RPS27A	RPS27A	5|0|0	5	1.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	16.67	0.21	
ACTR6	IRS4	IRS4	34|0|0	34	11.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	113.33	0.19	
ACTR6	HMGA2	HMGA2	2|2|0	4	1.33	3	0|0|0|0|0|0|0|0|0	0.66	0.99	0.66	0.99	0.66	-0.28	13.33	0.04	
ACTR6	SFRS3	SFRS3	5|3|9	17	5.67	3	0|8|0|0|0|2|3|1|3	0.58	0.94	0.58	0.94	0.58	-1.56	3.00	0.05	
ACTR6	UBAP2L	UBAP2L	31|0|3	34	11.33	3	5|10|2|0|10|0|1|0|0	0.33	1.00	0.33	1.00	0.33	-11.57	3.64	0.23	
ACTR6	SMPDL3B	SMPDL3B	12|0|0	12	4.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	40.00	0.20	
ACTR6	CKB	CKB	14|0|0	14	4.67	3	0|0|0|0|0|0|3|0|0	0.33	1.00	0.33	1.00	0.33	-1.22	14.00	0.22	
ACTR6	MYCBP	MYCBP	2|0|1	3	1.00	3	12|3|13|0|3|12|18|9|0	0.00	0.00	0.00	0.00	0.00	-32.22	0.13	0.37	
ACTR6	EBNA1BP2	EBNA1BP2	9|0|0	9	3.00	3	0|0|0|0|0|0|4|0|1	0.33	0.99	0.33	0.99	0.33	-2.10	5.40	0.23	
ACTR6	SNRPN	SNRPN	11|0|0	11	3.67	3	0|0|0|0|1|0|1|0|0	0.33	1.00	0.33	1.00	0.33	-0.72	16.50	0.20	
ACTR6	TARDBP	TARDBP	12|0|7	19	6.33	3	16|6|2|0|1|0|2|1|2	0.36	0.87	0.36	0.87	0.36	-12.46	1.90	0.19	
ACTR6	RPL18	RPL18	5|0|1	6	2.00	3	0|0|0|0|0|0|3|0|0	0.33	0.99	0.33	0.99	0.33	-1.22	6.00	0.24	
ACTR6	RPS18	RPS18	5|0|0	5	1.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	16.67	0.21	
ACTR6	H2AFY	H2AFY	10|0|0	10	3.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	33.33	0.20	
ACTR6	LGALS3BP	LGALS3BP	23|0|1	24	8.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	80.00	0.19	
ACTR6	PPP1CA	PPP1CA	8|2|3	13	4.33	3	0|0|0|0|0|0|0|0|0	0.99	1.00	0.99	1.00	0.99	4.26	43.33	0.00	
ACTR6	CD59	CD59	6|0|0	6	2.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	20.00	0.21	
ACTR6	PABPC1	PABPC1	16|0|2	18	6.00	3	1|2|1|0|0|0|4|2|0	0.45	1.00	0.45	1.00	0.45	-3.68	5.40	0.17	
ACTR6	LMNB1	LMNB1	13|0|0	13	4.33	3	0|0|0|0|0|0|9|2|0	0.33	0.99	0.33	0.99	0.33	-3.54	3.55	0.25	
ACTR6	RPL7A	RPL7A	15|0|0	15	5.00	3	3|0|0|0|7|0|15|2|4	0.31	0.94	0.31	0.94	0.31	-13.02	1.45	0.26	
ACTR6	ATP5O	ATP5O	4|0|0	4	1.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	13.33	0.22	
ACTR6	ATP6V1B2	ATP6V1B2	8|0|0	8	2.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	26.67	0.20	
ACTR6	PCBP2	PCBP2	5|0|1	6	2.00	3	12|17|9|2|7|2|5|1|5	0.00	0.00	0.00	0.00	0.00	-27.42	0.30	0.37	
ACTR6	RPL11	RPL11	12|0|0	12	4.00	3	0|0|0|0|0|1|1|2|2	0.33	1.00	0.33	1.00	0.33	-2.29	6.00	0.20	
ACTR6	MYO1C	MYO1C	21|0|0	21	7.00	3	0|0|0|0|0|2|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.76	31.50	0.20	
ACTR6	RPL31	RPL31	5|0|0	5	1.67	3	0|0|0|0|0|0|4|0|0	0.33	0.98	0.33	0.98	0.33	-1.69	3.75	0.26	
ACTR6	RPS28	RPS28	4|0|2	6	2.00	3	0|1|0|2|0|0|0|0|0	0.62	0.99	0.62	0.99	0.62	-1.14	6.00	0.05	
ACTR6	NME1-NME2	NME1-NME2	6|0|0	6	2.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	20.00	0.21	
ACTR6	SNRPG	SNRPG	5|0|1	6	2.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	20.00	0.21	
ACTR6	RPL32	RPL32	3|0|0	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	10.00	0.22	
ACTR6	HNRNPC	HNRNPC	8|1|4	13	4.33	3	1|0|0|0|0|0|1|0|0	0.67	1.00	0.67	1.00	0.67	0.89	19.50	0.04	
ACTR6	RPS27	RPS27	5|0|0	5	1.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	16.67	0.21	
ACTR6	RPN1	RPN1	12|0|0	12	4.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	40.00	0.20	
ACTR6	RPL13	RPL13	9|0|0	9	3.00	3	0|0|0|0|2|3|11|4|0	0.30	0.91	0.30	0.91	0.30	-7.78	1.35	0.26	
ACTR6	CAPZB	CAPZB	3|0|0	3	1.00	3	1|0|0|0|0|1|0|1|1	0.31	0.94	0.31	0.94	0.31	-1.52	2.25	0.26	
ACTR6	RPS2	RPS2	9|0|0	9	3.00	3	0|0|0|0|0|1|2|1|0	0.33	1.00	0.33	1.00	0.33	-1.51	6.75	0.21	
ACTR6	TMOD3	TMOD3	4|0|0	4	1.33	3	8|0|3|0|0|0|0|0|0	0.28	0.84	0.28	0.84	0.28	-3.62	1.09	0.27	
ACTR6	PRDX4	PRDX4	5|0|1	6	2.00	3	0|0|0|0|0|3|2|1|0	0.32	0.97	0.32	0.97	0.32	-2.43	3.00	0.26	
ACTR6	PURA	PURA	3|0|0	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	10.00	0.22	
ACTR6	HNRNPD	HNRNPD	6|0|1	7	2.33	3	23|0|0|0|0|0|0|0|0	0.21	0.62	0.21	0.62	0.21	-8.73	0.91	0.28	
ACTR6	RFTN1	RFTN1	8|0|0	8	2.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	26.67	0.20	
ACTR6	PPP1CB	PPP1CB	7|2|2	11	3.67	3	6|2|0|0|0|1|0|0|2	0.54	0.95	0.54	0.95	0.54	-0.67	3.00	0.06	
