uidA,uidB,aliasA,aliasB,interactionType
P04629,Q15418,NTRK1,RPS6KA1,MI:0915(physical association)
P04629,O00267,NTRK1,SUPT5H,MI:0915(physical association)
P98170,Q15750,XIAP,TAB1,-
P04629,Q16531,NTRK1,DDB1,MI:0915(physical association)
P04629,Q15637,NTRK1,SF1,MI:0915(physical association)
O75420,P31946,GIGYF1,YWHAB,MI:0915(physical association)
P04629,O43252,NTRK1,PAPSS1,MI:0915(physical association)
Q13464,Q07889,ROCK1,SOS1,psi-mi:MI:0914(association)
O75420,Q9NRR6,GIGYF1,INPP5E,MI:0915(physical association)
P04629,A0A0S2Z377,NTRK1,ANXA6,MI:0915(physical association)
P21359,Q9HCD6,NF1,TANC2,MI:0915(physical association)
P21359,Q9NRR6,NF1,INPP5E,MI:0915(physical association)
P0CG48,O15230,UBC,LAMA5,MI:0407(direct interaction)
P21359,A0A024R1L9,NF1,CBY1,MI:0915(physical association)
L7RT34,P30679,PIK3R5,GNA15,psi-mi:MI:0914(association)
P18754,P49792,RCC1,RANBP2,MI:0915(physical association)
Q15811,Q07889,ITSN1,SOS1,MI:0407(direct interaction)
Q9NR61,P78504,DLL4,JAG1,psi-mi:MI:0914(association)
Q6ZSB9,Q92993,ZBTB49,KAT5,MI:0915(physical association)
Q01484,P02549,ANK2,SPTA1,psi-mi:MI:0915(physical association)
O14807,P15056,MRAS,BRAF,-
O43615,Q2TAC2,TIMM44,CCDC57,MI:0915(physical association)
Q5TAP6,Q2TAC2,UTP14C,CCDC57,psi-mi:MI:0915(physical association)
O75533,Q15366,SF3B1,PCBP2,psi-mi:MI:0915(physical association)
O75533,P61978,SF3B1,HNRNPK,psi-mi:MI:0915(physical association)
O75533,Q9Y5S9,SF3B1,RBM8A,psi-mi:MI:0915(physical association)
P78504,P46531,JAG1,NOTCH1,MI:0407(direct interaction)
Q04721,Q86Y01,NOTCH2,DTX1,psi-mi:MI:0914(association)
P14921,Q9Y6Q9,ETS1,NCOA3,-
P14921,O15371,ETS1,EIF3D,MI:0915(physical association)
P02462,P22303,COL4A1,ACHE,MI:0407(direct interaction)
B9A6J6,P54646,TBC1D1,PRKAA2,psi-mi:MI:0915(physical association)
P26599,Q92620,PTBP1,DHX38,psi-mi:MI:0915(physical association)
Q9NR61,Q04721,DLL4,NOTCH2,psi-mi:MI:0915(physical association)
O95714,P60953,HERC2,CDC42,MI:0407(direct interaction)
Q86VW0,P35222,SESTD1,CTNNB1,psi-mi:MI:0914(association)
Q9Y5T5,Q9Y5T5,USP16,USP16,MI:0407(direct interaction)
Q8NDC4,Q99081,MORN4,TCF12,MI:0407(direct interaction)
Q9Y230,Q92993,RUVBL2,KAT5,MI:0915(physical association)
Q9Y230,P12524,RUVBL2,MYCL,MI:0915(physical association)
Q9H4A3,Q99759,WNK1,MAP3K3,-
O43526,Q9NRC6,KCNQ2,SPTBN5,psi-mi:MI:0915(physical association)
C9JAU6,O00178,IRF5,GTPBP1,MI:0915(physical association)
P0CG48,Q9BSJ2,UBC,TUBGCP2,MI:0407(direct interaction)
Q13464,Q12979,ROCK1,ABR,psi-mi:MI:0914(association)
Q01813,Q01813,PFKP,PFKP,MI:0915(physical association)
P26045,P26045,PTPN3,PTPN3,MI:0915(physical association)
Q15155,Q8NHX9,NOMO1,TPCN2,MI:0915(physical association)
B9A6J6,A0A024R1L9,TBC1D1,CBY1,MI:0915(physical association)
Q13464,A0A024QZJ4,ROCK1,MYH11,psi-mi:MI:0915(physical association)
Q15155,P46379,NOMO1,BAG6,MI:0915(physical association)
Q8NFW5,Q14CS0,DMBX1,UBXN2B,MI:0915(physical association)
Q9Y230,Q9Y230,RUVBL2,RUVBL2,MI:0407(direct interaction)
Q92608,P63000,DOCK2,RAC1,MI:0407(direct interaction)
P35638,A0A024R5X1,DDIT3,SNAPC5,MI:0915(physical association)
P0CG48,P06729,UBC,CD2,MI:0407(direct interaction)
P50443,O43252,SLC26A2,PAPSS1,psi-mi:MI:0914(association)
P46379,P61006,BAG6,RAB8A,MI:0915(physical association)
P46379,P46379,BAG6,BAG6,MI:0915(physical association)
Q06124,P35916,PTPN11,FLT4,-
P23771,P14921,GATA3,ETS1,-
Q14676,Q7Z3K3,MDC1,POGZ,MI:0915(physical association)
P60709,P46940,ACTB,IQGAP1,MI:0915(physical association)
P60709,Q8WUZ0,ACTB,BCL7C,MI:0915(physical association)
A0A090N7U6,P22004,BMPER,BMP6,-
P60709,O75330,ACTB,HMMR,MI:0407(direct interaction)
Q9BXT5,A0A024R3C7,TEX15,ATM,psi-mi:MI:0914(association)
Q8NFN8,Q92993,GPR156,KAT5,MI:0915(physical association)
Q12840,A0A024RDA1,KIF5A,EXOC1,MI:0915(physical association)
P60709,P09496,ACTB,CLTA,psi-mi:MI:0914(association)
P22303,A0A024R274,ACHE,SMAD4,psi-mi:MI:0915(physical association)
Q12840,O60282,KIF5A,KIF5C,-
Q8NFN8,O14939,GPR156,PLD2,MI:0915(physical association)
P60709,P61006,ACTB,RAB8A,psi-mi:MI:0914(association)
P60709,Q01484,ACTB,ANK2,psi-mi:MI:0915(physical association)
Q8IVF5,Q9BRR9,TIAM2,ARHGAP9,psi-mi:MI:0914(association)
Q96JM3,Q7Z2W7,CHAMP1,TRPM8,MI:0403(colocalization)
P18583,P31946,SON,YWHAB,-
Q96QB1,Q16531,DLC1,DDB1,MI:0915(physical association)
A8K5J1,P29474,UMPS,NOS3,MI:0915(physical association)
P43235,P43235,CTSK,CTSK,-
Q6PCB7,F1D8Q5,SLC27A1,RXRA,psi-mi:MI:0914(association)
Q96QB1,Q9H7P9,DLC1,PLEKHG2,psi-mi:MI:0914(association)
P61964,Q9H0H5,WDR5,RACGAP1,MI:0915(physical association)
P54257,Q9H0U9,HAP1,TSPYL1,-
Q9P2E3,Q9NYU2,ZNFX1,UGGT1,MI:0915(physical association)
Q9P2E3,Q9BQE3,ZNFX1,TUBA1C,MI:0915(physical association)
P13533,Q96S52,MYH6,PIGS,MI:0915(physical association)
A0A024R274,Q9P2K8,SMAD4,EIF2AK4,-
A0A0S2Z4W2,Q8IVF4,GAN,DNAH10,MI:0915(physical association)
P28715,P28715,ERCC5,ERCC5,psi-mi:MI:0914(association)
Q9Y6Y0,Q96QK1,IVNS1ABP,VPS35,MI:0403(colocalization)
Q9Y6Y0,Q9NPD3,IVNS1ABP,EXOSC4,MI:0915(physical association)
Q9UKI8,Q9UKI8,TLK1,TLK1,-
Q10570,Q8IX12,CPSF1,CCAR1,psi-mi:MI:0915(physical association)
P13533,Q8WZ42,MYH6,TTN,psi-mi:MI:0915(physical association)
Q10570,Q15393,CPSF1,SF3B3,psi-mi:MI:0915(physical association)
Q06124,P09619,PTPN11,PDGFRB,-
Q7L576,Q9H251,CYFIP1,CDH23,MI:0915(physical association)
A0A0S2Z489,J3KN16,PSMD12,KIAA0368,MI:0403(colocalization)
A0A0S2Z489,Q53HC0,PSMD12,CCDC92,MI:0915(physical association)
A0A0S2Z489,P0CG48,PSMD12,UBC,MI:0407(direct interaction)
A0A0S2Z489,Q15008,PSMD12,PSMD6,MI:0915(physical association)
P14138,P50052,EDN3,AGTR2,psi-mi:MI:0914(association)
Q08211,Q08211,DHX9,DHX9,-
P42704,Q66K74,LRPPRC,MAP1S,-
O94782,Q8TF66,USP1,LRRC15,MI:0915(physical association)
O00291,O00291,HIP1,HIP1,MI:0407(direct interaction)
Q8IX03,O95831,WWC1,AIFM1,-
Q14676,P43694,MDC1,GATA4,MI:0407(direct interaction)
Q96PU4,Q96PU4,UHRF2,UHRF2,-
P08069,P08069,IGF1R,IGF1R,MI:0195(covalent binding)
P47914,P27635,RPL29,RPL10,MI:0915(physical association)
Q5D0E6,P61978,DALRD3,HNRNPK,MI:0915(physical association)
Q15019,Q92599,SEPT2,SEPT8,MI:0915(physical association)
P21980,P51178,TGM2,PLCD1,MI:0407(direct interaction)
Q12923,O43166,PTPN13,SIPA1L1,MI:0915(physical association)
Q12923,Q9NRR6,PTPN13,INPP5E,MI:0915(physical association)
P47914,Q14240,RPL29,EIF4A2,psi-mi:MI:0914(association)
P47914,P61313,RPL29,RPL15,psi-mi:MI:0915(physical association)
Q15019,Q5BKZ1,SEPT2,ZNF326,MI:0403(colocalization)
O95863,A0A024R461,SNAI1,CTDSP1,MI:0915(physical association)
P31930,Q969Q1,UQCRC1,TRIM63,MI:0407(direct interaction)
P0CG48,Q9NZM3,UBC,ITSN2,MI:0407(direct interaction)
Q15796,Q9BVG3,SMAD2,TRIM62,-
Q15796,O15230,SMAD2,LAMA5,-
Q9UPQ3,Q02108,AGAP1,GUCY1A3,-
A0A024R6S2,P20936,DOK4,RASA1,-
Q13829,A0A024R475,TNFAIP1,CUL3,MI:0915(physical association)
Q6ZW61,A0A024R687,BBS12,FERMT2,MI:0915(physical association)
E9PAU2,O15067,RAVER1,PFAS,MI:0403(colocalization)
A0A024R6P0,Q07954,SERPINA3,LRP1,-
P31930,Q56A76,UQCRC1,SMARCA2,MI:0915(physical association)
Q8TA94,Q9NZR2,ZNF563,LRP1B,MI:0915(physical association)
P0CG48,P63146,UBC,UBE2B,MI:0915(physical association)
P98164,Q9H9D4,LRP2,ZNF408,MI:0915(physical association)
P0CG48,K7PPA8,UBC,TP53,MI:0915(physical association)
Q99689,Q69YQ0,FEZ1,SPECC1L,MI:0915(physical association)
Q99689,Q13332,FEZ1,PTPRS,MI:0407(direct interaction)
Q7L523,Q9P0V3,RRAGA,SH3BP4,psi-mi:MI:0914(association)
P31260,A0A024R0G8,HOXA10,SIRT2,-
A0A024R6P0,Q9Y5K2,SERPINA3,KLK4,-
P04637,Q92994,TP53,BRF1,-
Q15796,Q99081,SMAD2,TCF12,MI:0915(physical association)
Q15796,Q8WXF1,SMAD2,PSPC1,MI:0915(physical association)
A8K2M0,Q6NZY4,PSMC4,ZCCHC8,MI:0403(colocalization)
A8K2M0,A0A0K0K1L8,PSMC4,PSME1,MI:0403(colocalization)
P04626,P35221,ERBB2,CTNNA1,psi-mi:MI:0915(physical association)
P55268,Q13683,LAMB2,ITGA7,psi-mi:MI:0915(physical association)
P55268,Q01955,LAMB2,COL4A3,psi-mi:MI:0915(physical association)
Q15796,Q9Y2H8,SMAD2,ZNF510,MI:0915(physical association)
P16615,P46531,ATP2A2,NOTCH1,psi-mi:MI:0914(association)
Q14966,O43166,ZNF638,SIPA1L1,MI:0915(physical association)
Q14966,Q8WUI4,ZNF638,HDAC7,MI:0915(physical association)
Q9UJX0,O14770,OSGIN1,MEIS2,MI:0915(physical association)
K7PPA8,A0A024R0L6,TP53,PAFAH1B3,MI:0915(physical association)
P04626,Q8WV28,ERBB2,BLNK,MI:0407(direct interaction)
Q03001,Q8IZP0,DST,ABI1,MI:0915(physical association)
O00213,P04626,APBB1,ERBB2,MI:0407(direct interaction)
Q7Z4W1,Q7Z4W1,DCXR,DCXR,-
Q99689,Q9UHY8,FEZ1,FEZ2,-
B9A6J6,Q15796,TBC1D1,SMAD2,-
Q9Y546,O43776,LRRC42,NARS,MI:0403(colocalization)
A6NK53,O00555,ZNF233,CACNA1A,MI:0407(direct interaction)
A0A0C4DFW9,A0A0C4DFW9,TP73,TP73,-
P52732,P52732,KIF11,KIF11,psi-mi:MI:0915(physical association)
J3KN16,Q69YQ0,KIAA0368,SPECC1L,MI:0407(direct interaction)
Q9Y6Q9,C9JE98,NCOA3,NCOR2,-
Q96QB1,Q5VST9,DLC1,OBSCN,psi-mi:MI:0914(association)
Q5TA78,Q02930,LCE4A,CREB5,MI:0915(physical association)
Q15366,Q10570,PCBP2,CPSF1,psi-mi:MI:0915(physical association)
P61978,Q9BTC0,HNRNPK,DIDO1,-
Q96QU8,P42345,XPO6,MTOR,MI:0915(physical association)
P61978,Q15637,HNRNPK,SF1,MI:0407(direct interaction)
P61978,O60293,HNRNPK,ZFC3H1,MI:0407(direct interaction)
Q9UPQ3,Q9P0V3,AGAP1,SH3BP4,MI:0915(physical association)
P85298,P63000,ARHGAP8,RAC1,-
O43474,A0A024R9W5,KLF4,HUWE1,MI:0407(direct interaction)
O43474,Q92997,KLF4,DVL3,MI:0915(physical association)
A2RRP1,O43264,NBAS,ZW10,MI:0915(physical association)
A0A024RE06,A0A024R158,LIG4,SMC2,-
A0A0S2Z4W2,Q9UIW2,GAN,PLXNA1,MI:0915(physical association)
P09619,P23467,PDGFRB,PTPRB,MI:0203(dephosphorylation reaction)
O75153,Q9BXF9,CLUH,TEKT3,MI:0915(physical association)
Q9Y6Q9,Q92831,NCOA3,KAT2B,-
A0A024R713,O95831,DLD,AIFM1,MI:0403(colocalization)
Q7L273,Q8TBB1,KCTD9,LNX1,MI:0915(physical association)
P53621,Q9Y678,COPA,COPG1,MI:0403(colocalization)
A0A024R713,A0A024R7F9,DLD,GCDH,psi-mi:MI:0914(association)
A0A024R713,Q8N1Q1,DLD,CA13,psi-mi:MI:0914(association)
P56545,A0A0S2Z5M8,CTBP2,ELAC2,-
P56545,O60315,CTBP2,ZEB2,-
Q16623,P51164,STX1A,ATP4B,-
Q9BW27,Q92620,NUP85,DHX38,psi-mi:MI:0914(association)
Q9UNX9,Q9UNX9,KCNJ14,KCNJ14,psi-mi:MI:0915(physical association)
O60229,O75116,KALRN,ROCK2,psi-mi:MI:0914(association)
Q9NZM3,A0A024QYX8,ITSN2,WAS,-
K7PPA8,P61313,TP53,RPL15,MI:0915(physical association)
A4D1L5,O94972,UBE2H,TRIM37,MI:0915(physical association)
Q9Y4K0,O95863,LOXL2,SNAI1,psi-mi:MI:0914(association)
Q01955,O15230,COL4A3,LAMA5,psi-mi:MI:0915(physical association)
K7PPA8,Q92552,TP53,MRPS27,MI:0915(physical association)
Q08211,O43290,DHX9,SART1,MI:0403(colocalization)
Q7Z2E3,P17480,APTX,UBTF,psi-mi:MI:0914(association)
O60716,P35221,CTNND1,CTNNA1,psi-mi:MI:0915(physical association)
Q15031,Q6NUN0,LARS2,ACSM5,MI:0915(physical association)
A0A024R1E5,K7PPA8,CABIN1,TP53,psi-mi:MI:0914(association)
Q9Y6Q9,P13010,NCOA3,XRCC5,MI:0915(physical association)
P50052,P18089,AGTR2,ADRA2B,psi-mi:MI:0914(association)
Q13620,P61313,CUL4B,RPL15,MI:0915(physical association)
P42704,Q15653,LRPPRC,NFKBIB,MI:0915(physical association)
P42704,Q9BXF3,LRPPRC,CECR2,-
Q5XUX0,Q92552,FBXO31,MRPS27,MI:0915(physical association)
Q92561,Q9NS87,PHYHIP,KIF15,MI:0915(physical association)
Q92561,Q92561,PHYHIP,PHYHIP,-
Q9H9B1,K7PPA8,EHMT1,TP53,psi-mi:MI:0914(association)
O00411,Q00653,POLRMT,NFKB2,MI:0915(physical association)
B9A6J6,P61006,TBC1D1,RAB8A,psi-mi:MI:0914(association)
P04626,P41252,ERBB2,IARS,MI:0407(direct interaction)
P08069,P20936,IGF1R,RASA1,-
P61026,Q9Y4I1,RAB10,MYO5A,psi-mi:MI:0914(association)
Q8IZP0,Q9ULV8,ABI1,CBLC,MI:0407(direct interaction)
P51531,Q8WUZ0,SMARCA2,BCL7C,MI:0403(colocalization)
P08069,P35222,IGF1R,CTNNB1,MI:0915(physical association)
O43399,Q16890,TPD52L2,TPD52L1,MI:0915(physical association)
P0CG48,Q9C0C7,UBC,AMBRA1,MI:0915(physical association)
Q9Y618,Q96T58,NCOR2,SPEN,MI:0407(direct interaction)
Q9Y618,Q71F56,NCOR2,MED13L,psi-mi:MI:0915(physical association)
P50454,P23284,SERPINH1,PPIB,psi-mi:MI:0915(physical association)
Q9H814,Q9UL40,PHAX,ZNF346,MI:0915(physical association)
A0A024R0H6,Q5VTR2,PAF1,RNF20,MI:0403(colocalization)
A6NHR9,J3KN16,SMCHD1,KIAA0368,MI:0403(colocalization)
Q9H814,P27635,PHAX,RPL10,MI:0915(physical association)
O60343,O15042,TBC1D4,U2SURP,MI:0915(physical association)
P35222,P35222,CTNNB1,CTNNB1,psi-mi:MI:0915(physical association)
P35222,P39687,CTNNB1,ANP32A,MI:0915(physical association)
P21980,Q12802,TGM2,AKAP13,MI:0915(physical association)
Q92729,O75145,PTPRU,PPFIA3,-
J3KN16,Q9Y4F5,KIAA0368,CEP170B,MI:0407(direct interaction)
Q8TEX9,P13639,IPO4,EEF2,MI:0403(colocalization)
Q99638,P35249,RAD9A,RFC4,psi-mi:MI:0915(physical association)
Q14563,O43157,SEMA3A,PLXNB1,psi-mi:MI:0914(association)
Q14563,O75051,SEMA3A,PLXNA2,psi-mi:MI:0915(physical association)
A0A024R151,P28329,SLC44A1,CHAT,psi-mi:MI:0914(association)
Q1ED39,Q9BXY0,KNOP1,MAK16,MI:0915(physical association)
A0A024R625,P46379,PPP4C,BAG6,MI:0915(physical association)
P34998,Q8TDU6,CRHR1,GPBAR1,psi-mi:MI:0914(association)
P53621,O95714,COPA,HERC2,MI:0915(physical association)
O15078,O95714,CEP290,HERC2,MI:0915(physical association)
P49759,Q13523,CLK1,PRPF4B,MI:0407(direct interaction)
P49759,P49759,CLK1,CLK1,MI:0407(direct interaction)
P49759,Q96T58,CLK1,SPEN,MI:0407(direct interaction)
P0CG48,Q53HC0,UBC,CCDC92,MI:0407(direct interaction)
A0A024R6S2,Q9BSQ5,DOK4,CCM2,MI:0915(physical association)
Q15019,X6RAL5,SEPT2,SAP18,MI:0403(colocalization)
P04626,P21860,ERBB2,ERBB3,MI:0915(physical association)
Q9Y6Q9,Q15788,NCOA3,NCOA1,psi-mi:MI:0915(physical association)
Q9C0C7,P42345,AMBRA1,MTOR,MI:0407(direct interaction)
Q9C0C7,Q9Y546,AMBRA1,LRRC42,MI:0915(physical association)
K7PPA8,P07900,TP53,HSP90AA1,MI:0407(direct interaction)
K7PPA8,Q9NRR4,TP53,DROSHA,MI:0915(physical association)
Q14155,P60953,ARHGEF7,CDC42,-
Q8TBA6,Q5R372,GOLGA5,RABGAP1L,MI:0915(physical association)
K7PPA8,P08138,TP53,NGFR,MI:0915(physical association)
O76041,Q14315,NEBL,FLNC,psi-mi:MI:0914(association)
P04637,P60953,TP53,CDC42,-
P04637,P20023,TP53,CR2,-
P04637,Q92993,TP53,KAT5,-
Q92993,Q8N8E2,KAT5,ZNF513,psi-mi:MI:0915(physical association)
O00213,O00213,APBB1,APBB1,-
Q13620,Q16531,CUL4B,DDB1,MI:0915(physical association)
Q8WUI4,Q92993,HDAC7,KAT5,-
O43290,X6RAL5,SART1,SAP18,MI:0403(colocalization)
A0A024R4C3,Q92831,TP73,KAT2B,MI:0915(physical association)
K7PPA8,Q5T447,TP53,HECTD3,MI:0407(direct interaction)
P55289,P55289,CDH12,CDH12,psi-mi:MI:0915(physical association)
Q92993,A0A024R3C7,KAT5,ATM,MI:0915(physical association)
Q32MZ4,Q13045,LRRFIP1,FLII,MI:0915(physical association)
Q8WUI4,Q9NRR6,HDAC7,INPP5E,MI:0915(physical association)
Q92993,Q99697,KAT5,PITX2,-
Q92993,Q49AJ0,KAT5,FAM135B,-
Q6PJT7,P35638,ZC3H14,DDIT3,psi-mi:MI:0915(physical association)
Q9Y219,P46531,JAG2,NOTCH1,psi-mi:MI:0915(physical association)
Q92993,A0A024R475,KAT5,CUL3,psi-mi:MI:0914(association)
Q8IZP0,Q9H0I2,ABI1,ENKD1,MI:0915(physical association)
Q9HAU0,O43166,PLEKHA5,SIPA1L1,MI:0915(physical association)
Q9HAU0,Q9UPQ3,PLEKHA5,AGAP1,MI:0915(physical association)
Q8N4C6,Q8IZP0,NIN,ABI1,MI:0915(physical association)
Q14155,Q96QB1,ARHGEF7,DLC1,psi-mi:MI:0914(association)
P21802,Q07889,FGFR2,SOS1,psi-mi:MI:0915(physical association)
Q9NZL3,Q9NZR2,ZNF224,LRP1B,MI:0915(physical association)
J3QLK5,Q99689,TLK2,FEZ1,MI:0407(direct interaction)
A0A024RDY9,A0A024QYX8,ARHGEF7,WAS,-
Q8IY92,Q16531,SLX4,DDB1,MI:0915(physical association)
Q7Z3B3,P37198,KANSL1,NUP62,MI:0915(physical association)
Q7Z3B3,P61964,KANSL1,WDR5,MI:0915(physical association)
Q7Z3B3,P51610,KANSL1,HCFC1,psi-mi:MI:0915(physical association)
Q8N8Y2,P21281,ATP6V0D2,ATP6V1B2,psi-mi:MI:0915(physical association)
Q96RY7,Q7Z4L5,IFT140,TTC21B,MI:0915(physical association)
Q96G01,Q8N4C6,BICD1,NIN,MI:0915(physical association)
Q9Y490,Q15327,TLN1,ANKRD1,psi-mi:MI:0914(association)
Q9Y490,Q14563,TLN1,SEMA3A,psi-mi:MI:0914(association)
O95863,A0A024R0G8,SNAI1,SIRT2,MI:0915(physical association)
Q9HC52,Q9HCE1,CBX8,MOV10,MI:0915(physical association)
O43681,O43681,ASNA1,ASNA1,-
P33176,P31946,KIF5B,YWHAB,-
O14974,O43293,PPP1R12A,DAPK3,psi-mi:MI:0915(physical association)
Q15019,Q15019,SEPT2,SEPT2,MI:0407(direct interaction)
Q86VW0,Q9BRK4,SESTD1,LZTS2,MI:0915(physical association)
A0A024R6S2,P35372,DOK4,OPRM1,MI:0915(physical association)
P0CG48,A0A024R9F1,UBC,ZHX1,MI:0407(direct interaction)
P0CG48,Q6ZU35,UBC,KIAA1211,MI:0407(direct interaction)
P0CG48,Q7Z5N4,UBC,SDK1,MI:0407(direct interaction)
P0CG48,P40818,UBC,USP8,MI:0407(direct interaction)
P0CG48,Q9NYJ8,UBC,TAB2,MI:0915(physical association)
P0CG48,Q9HAU4,UBC,SMURF2,MI:0407(direct interaction)
P0CG48,A0A090N7U0,UBC,CUL1,MI:0915(physical association)
P0CG48,A0A024R2T0,UBC,USP4,MI:0407(direct interaction)
P0CG48,O75674,UBC,TOM1L1,MI:0407(direct interaction)
P0CG48,P25391,UBC,LAMA1,MI:0407(direct interaction)
P0CG48,Q5TBA9,UBC,FRY,MI:0915(physical association)
P0CG48,P41252,UBC,IARS,MI:0915(physical association)
P0CG48,Q9H4A3,UBC,WNK1,psi-mi:MI:0914(association)
P0CG48,Q06124,UBC,PTPN11,psi-mi:MI:0915(physical association)
O00555,P07942,CACNA1A,LAMB1,psi-mi:MI:0915(physical association)
P29474,Q02108,NOS3,GUCY1A3,psi-mi:MI:0914(association)
Q13464,Q13464,ROCK1,ROCK1,MI:0407(direct interaction)
O00555,O43609,CACNA1A,SPRY1,MI:0407(direct interaction)
P31260,Q92831,HOXA10,KAT2B,MI:0915(physical association)
O60841,Q01167,EIF5B,FOXK2,MI:0915(physical association)
Q02930,Q92824,CREB5,PCSK5,MI:0915(physical association)
A0A024R0G8,A0A024R0G8,SIRT2,SIRT2,-
Q14687,Q14687,GSE1,GSE1,MI:0915(physical association)
Q14126,P14923,DSG2,JUP,MI:0407(direct interaction)
J3KN16,A8K2M0,KIAA0368,PSMC4,MI:0915(physical association)
B9A6J6,Q9Y250,TBC1D1,LZTS1,MI:0915(physical association)
P21359,O43166,NF1,SIPA1L1,MI:0915(physical association)
P46777,P61313,RPL5,RPL15,MI:0403(colocalization)
Q13332,Q14240,PTPRS,EIF4A2,MI:0915(physical association)
A8K5J1,P13533,UMPS,MYH6,MI:0915(physical association)
O60841,P06737,EIF5B,PYGL,MI:0915(physical association)
Q9HC52,Q9HC52,CBX8,CBX8,MI:0915(physical association)
L7RT34,Q16602,PIK3R5,CALCRL,psi-mi:MI:0914(association)
L7RT34,Q14416,PIK3R5,GRM2,psi-mi:MI:0914(association)
A0A024R8D6,A0A024R8D6,PKN3,PKN3,-
L7RT34,P08754,PIK3R5,GNAI3,psi-mi:MI:0914(association)
B9A6J6,P31946,TBC1D1,YWHAB,psi-mi:MI:0915(physical association)
L7RT34,Q92835,PIK3R5,INPP5D,psi-mi:MI:0914(association)
Q01167,Q6PD62,FOXK2,CTR9,MI:0915(physical association)
Q01167,P85037,FOXK2,FOXK1,MI:0915(physical association)
P48058,P46940,GRIA4,IQGAP1,-
Q14678,Q9UQB8,KANK1,BAIAP2,-
P06737,A0A024QZ23,PYGL,TFE3,psi-mi:MI:0915(physical association)
P98170,P0CG48,XIAP,UBC,MI:0407(direct interaction)
Q7Z494,Q96CT2,NPHP3,KLHL29,MI:0915(physical association)
P61978,P49792,HNRNPK,RANBP2,MI:0403(colocalization)
P61978,Q8IX12,HNRNPK,CCAR1,MI:0407(direct interaction)
P46940,P63000,IQGAP1,RAC1,-
P61978,Q9Y5X1,HNRNPK,SNX9,MI:0915(physical association)
P61978,A0A090N7U0,HNRNPK,CUL1,MI:0915(physical association)
P61978,Q9H9D4,HNRNPK,ZNF408,MI:0915(physical association)
B0I1T2,P60709,MYO1G,ACTB,MI:0403(colocalization)
Q86V42,Q8TBB1,FAM124A,LNX1,psi-mi:MI:0915(physical association)
Q16280,Q16280,CNGA2,CNGA2,-
O43474,Q92993,KLF4,KAT5,MI:0915(physical association)
Q92574,P15311,TSC1,EZR,psi-mi:MI:0914(association)
O43474,O15054,KLF4,KDM6B,MI:0915(physical association)
Q9H0A0,P46777,NAT10,RPL5,MI:0403(colocalization)
Q9H0A0,P0CG48,NAT10,UBC,MI:0407(direct interaction)
P98170,Q14126,XIAP,DSG2,psi-mi:MI:0914(association)
Q92608,Q92824,DOCK2,PCSK5,MI:0915(physical association)
Q15139,P24723,PRKD1,PRKCH,-
Q6P2Q9,O43290,PRPF8,SART1,MI:0403(colocalization)
Q9BQE3,B4E386,TUBA1C,TUBB6,MI:0403(colocalization)
P02549,P02549,SPTA1,SPTA1,MI:0914(association)
P18754,A0A024R2T0,RCC1,USP4,MI:0407(direct interaction)
Q15652,P62191,JMJD1C,PSMC1,MI:0915(physical association)
P18754,P08138,RCC1,NGFR,MI:0407(direct interaction)
Q15139,Q15139,PRKD1,PRKD1,-
Q9BQE3,O95714,TUBA1C,HERC2,MI:0915(physical association)
A0A024R713,O43809,DLD,NUDT21,MI:0403(colocalization)
Q9Y6Y0,Q14566,IVNS1ABP,MCM6,MI:0915(physical association)
Q6NUN9,A0A140VJI5,ZNF746,DUSP23,MI:0915(physical association)
Q4VC44,P21860,FLYWCH1,ERBB3,MI:0915(physical association)
O43526,O43526,KCNQ2,KCNQ2,psi-mi:MI:0915(physical association)
P38935,Q9Y230,IGHMBP2,RUVBL2,psi-mi:MI:0914(association)
P22102,Q15637,GART,SF1,MI:0403(colocalization)
Q8IYK4,A0A024R258,COLGALT2,UBQLN1,MI:0915(physical association)
Q9UN73,Q9Y5I2,PCDHA6,PCDHA10,MI:0915(physical association)
P13010,A0A024R3C7,XRCC5,ATM,-
P13010,Q15637,XRCC5,SF1,MI:0403(colocalization)
P13010,Q96PU4,XRCC5,UHRF2,MI:0915(physical association)
P13010,Q08211,XRCC5,DHX9,MI:0915(physical association)
P30040,P30040,ERP29,ERP29,-
P13010,Q00653,XRCC5,NFKB2,MI:0915(physical association)
Q9H4A3,Q9GZV5,WNK1,WWTR1,MI:0915(physical association)
E5KSL5,E5KSL5,DGUOK,DGUOK,-
Q92831,Q99593,KAT2B,TBX5,psi-mi:MI:0915(physical association)
Q6IA69,Q6IA69,NADSYN1,NADSYN1,-
Q9Y334,P49759,VWA7,CLK1,MI:0407(direct interaction)
Q92574,P60709,TSC1,ACTB,MI:0915(physical association)
Q6VAB6,P07900,KSR2,HSP90AA1,MI:0915(physical association)
O43719,P46531,HTATSF1,NOTCH1,MI:0915(physical association)
Q6UWJ1,Q13620,TMCO3,CUL4B,MI:0915(physical association)
Q9Y2H8,P15056,ZNF510,BRAF,MI:0915(physical association)
O43809,A0A024R9W5,NUDT21,HUWE1,MI:0915(physical association)
P85298,P60953,ARHGAP8,CDC42,psi-mi:MI:0915(physical association)
A0A024R1E5,P54198,CABIN1,HIRA,psi-mi:MI:0915(physical association)
Q15139,O75689,PRKD1,ADAP1,psi-mi:MI:0915(physical association)
