uidA,uidB,aliasA,aliasB,interactionType
A0A024RAE8,A0A024RAE8,PTPN4,PTPN4,MI:0915(physical association)
O60762,A0A024QZB8,DPM1,CLN3,MI:0915(physical association)
A0PJW8,Q53EP0,DAPL1,FNDC3B,MI:0915(physical association)
Q8N6L0,Q14802,CCDC155,FXYD3,MI:0915(physical association)
Q7Z3Y9,Q8IYE0,KRT26,CCDC146,MI:0915(physical association)
Q86YC2,Q9BX63,PALB2,BRIP1,MI:0915(physical association)
Q9H9D4,Q9H9D4,ZNF408,ZNF408,psi-mi:MI:0915(physical association)
A0A024R7H5,A0A024R7H5,BST2,BST2,MI:0195(covalent binding)
O95363,O95070,FARS2,YIF1A,MI:0915(physical association)
A0A024R5N5,O95139,UCP2,NDUFB6,psi-mi:MI:0914(association)
P36542,P06576,ATP5C1,ATP5B,psi-mi:MI:0915(physical association)
P47898,Q8TDU9,HTR5A,RXFP4,psi-mi:MI:0914(association)
Q92985,P42224,IRF7,STAT1,psi-mi:MI:0915(physical association)
Q86WT6,Q9UHP6,TRIM69,RSPH14,MI:0407(direct interaction)
Q92985,P05161,IRF7,ISG15,psi-mi:MI:0915(physical association)
Q92985,D0EI67,IRF7,CCL5,psi-mi:MI:0915(physical association)
P35611,P35612,ADD1,ADD2,-
P82987,Q07627,ADAMTSL3,KRTAP1-1,MI:0915(physical association)
Q96Q45,A0A090N7V8,TMEM237,FKBP14,MI:0915(physical association)
P98164,P98164,LRP2,LRP2,-
Q9H9D4,Q8WTP8,ZNF408,AEN,MI:0915(physical association)
A0A024RD83,P07741,TTC19,APRT,MI:0915(physical association)
Q9NYW7,Q9Y5Q6,TAS2R1,INSL5,psi-mi:MI:0915(physical association)
P40818,A0A024R2T0,USP8,USP4,MI:0407(direct interaction)
O75586,Q9Y2X0,MED6,MED16,psi-mi:MI:0915(physical association)
Q9H977,A0A024RB38,WDR54,STAC3,MI:0915(physical association)
Q6A162,P50539,KRT40,MXI1,MI:0407(direct interaction)
Q6A162,Q14533,KRT40,KRT81,MI:0407(direct interaction)
Q16890,Q9NRH1,TPD52L1,YAE1D1,-
Q68D86,Q9NYB9,CCDC102B,ABI2,MI:0915(physical association)
Q9H211,Q9H211,CDT1,CDT1,-
Q9H9F9,O60437,ACTR5,PPL,MI:0915(physical association)
Q9BVG3,Q9BVG3,TRIM62,TRIM62,MI:0915(physical association)
P19174,O95487,PLCG1,SEC24B,psi-mi:MI:0915(physical association)
O00139,Q9Y4F5,KIF2A,CEP170B,MI:0915(physical association)
Q6A162,Q9BRU9,KRT40,UTP23,MI:0407(direct interaction)
Q6A162,P35900,KRT40,KRT20,MI:0407(direct interaction)
O00139,Q8TAE8,KIF2A,GADD45GIP1,MI:0915(physical association)
Q6A162,Q9UHP6,KRT40,RSPH14,MI:0407(direct interaction)
Q6A162,Q9H5Z6,KRT40,FAM124B,MI:0407(direct interaction)
Q6A162,Q567U6,KRT40,CCDC93,MI:0407(direct interaction)
P22695,P25874,UQCRC2,UCP1,psi-mi:MI:0914(association)
O00139,Q6IPR3,KIF2A,TYW3,MI:0915(physical association)
O43306,P25929,ADCY6,NPY1R,psi-mi:MI:0914(association)
Q8N3L3,Q13287,TXLNB,NMI,MI:0407(direct interaction)
Q8N3L3,Q68CZ6,TXLNB,HAUS3,MI:0407(direct interaction)
A0A024R0V4,A0A024R0V4,VASP,VASP,MI:0914(association)
Q9H9D4,P25391,ZNF408,LAMA1,MI:0915(physical association)
P35611,P11277,ADD1,SPTB,MI:0407(direct interaction)
A0A024RD87,P01023,RNF32,A2M,psi-mi:MI:0915(physical association)
A0A024R5N5,P01833,UCP2,PIGR,MI:0915(physical association)
Q99959,O14802,PKP2,POLR3A,-
Q504Q3,Q69YQ0,PAN2,SPECC1L,MI:0915(physical association)
Q99959,Q86Z20,PKP2,CCDC125,MI:0915(physical association)
Q9UI95,A8MVW5,MAD2L2,HEPACAM2,MI:0915(physical association)
O43306,D0EI67,ADCY6,CCL5,psi-mi:MI:0914(association)
Q5S007,Q6FGM0,LRRK2,SH3GL1,MI:0217(phosphorylation reaction)
Q9BXM7,O95816,PINK1,BAG2,MI:0915(physical association)
A0A024R0V4,Q16531,VASP,DDB1,MI:0403(colocalization)
A0A024RB48,P26010,TNS2,ITGB7,-
A0A024RB48,P05106,TNS2,ITGB3,-
O43306,Q14432,ADCY6,PDE3A,psi-mi:MI:0914(association)
Q9H9D4,A0A024R758,ZNF408,CCDC136,-
A0A1U9X983,A0A1U9X983,NOTCH4,NOTCH4,-
P22105,Q96PF1,TNXB,TGM7,MI:0915(physical association)
A0A024R692,Q15796,RHOJ,SMAD2,-
O75306,P36542,NDUFS2,ATP5C1,psi-mi:MI:0914(association)
Q9H977,O75596,WDR54,CLEC3A,MI:0915(physical association)
P49910,Q9NR12,ZNF165,PDLIM7,MI:0915(physical association)
Q9Y5X3,A0A0S2Z5M8,SNX5,ELAC2,MI:0403(colocalization)
Q16827,P02549,PTPRO,SPTA1,MI:0915(physical association)
Q9NX02,P07900,NLRP2,HSP90AA1,MI:0915(physical association)
P57740,Q96EE3,NUP107,SEH1L,psi-mi:MI:0915(physical association)
Q9UHG0,A0A024R3V7,DCDC2,NIF3L1,psi-mi:MI:0915(physical association)
Q8WUZ0,P54252,BCL7C,ATXN3,MI:0915(physical association)
Q6A162,Q96I27,KRT40,ZNF625,psi-mi:MI:0915(physical association)
Q6A162,O75427,KRT40,LRCH4,psi-mi:MI:0915(physical association)
Q8WUZ0,Q9Y6U3,BCL7C,SCIN,MI:0915(physical association)
Q9NRY5,Q9HCH3,FAM114A2,CPNE5,MI:0915(physical association)
P00533,O95470,EGFR,SGPL1,MI:0915(physical association)
Q9Y5X3,P29084,SNX5,GTF2E2,MI:0915(physical association)
Q16827,O14966,PTPRO,RAB29,MI:0915(physical association)
Q96F46,A0A024R3G7,IL17RA,SIK2,MI:0915(physical association)
Q6A162,Q9H788,KRT40,SH2D4A,psi-mi:MI:0915(physical association)
P22455,P01112,FGFR4,HRAS,psi-mi:MI:0915(physical association)
P02786,P02786,TFRC,TFRC,-
P20849,P12107,COL9A1,COL11A1,psi-mi:MI:0914(association)
P11047,Q16363,LAMC1,LAMA4,psi-mi:MI:0915(physical association)
Q96F46,Q86T24,IL17RA,ZBTB33,MI:0915(physical association)
O75586,Q9ULK4,MED6,MED23,psi-mi:MI:0915(physical association)
Q96F46,Q96PD4,IL17RA,IL17F,psi-mi:MI:0915(physical association)
Q96F46,Q8NFM7,IL17RA,IL17RD,psi-mi:MI:0915(physical association)
O75923,O43143,DYSF,DHX15,MI:0915(physical association)
Q12765,O15446,SCRN1,CD3EAP,MI:0915(physical association)
Q9UKM7,O95273,MAN1B1,CCNDBP1,MI:0915(physical association)
O43592,P35658,XPOT,NUP214,-
Q9GZX3,Q9H4A5,CHST6,GOLPH3L,MI:0915(physical association)
O75592,A0A024QZJ2,MYCBP2,UBE2D1,psi-mi:MI:0915(physical association)
Q96C86,Q96T60,DCPS,PNKP,MI:0403(colocalization)
Q9Y623,Q53HL2,MYH4,CDCA8,MI:0915(physical association)
A0A024R1T9,P05161,ACLY,ISG15,psi-mi:MI:0915(physical association)
Q5JVF3,A0A024R8A6,PCID2,NEK6,MI:0915(physical association)
Q02224,A0A024QZ70,CENPE,TAOK1,psi-mi:MI:0915(physical association)
Q96NA2,Q96NA2,RILP,RILP,-
Q99567,Q99567,NUP88,NUP88,-
O60315,Q15796,ZEB2,SMAD2,-
O60755,Q08828,GALR3,ADCY1,psi-mi:MI:0914(association)
O60755,P01031,GALR3,C5,psi-mi:MI:0915(physical association)
O60755,O60266,GALR3,ADCY3,psi-mi:MI:0914(association)
O60755,Q5UE93,GALR3,PIK3R6,psi-mi:MI:0914(association)
O60755,Q9NYW6,GALR3,TAS2R3,psi-mi:MI:0914(association)
O60755,Q9NYW7,GALR3,TAS2R1,psi-mi:MI:0914(association)
O60755,Q9H3N8,GALR3,HRH4,psi-mi:MI:0914(association)
O60755,Q9HB89,GALR3,NMUR1,psi-mi:MI:0914(association)
Q9NPP4,Q9NPP4,NLRC4,NLRC4,-
O60315,P84022,ZEB2,SMAD3,-
Q9NVH1,P00533,DNAJC11,EGFR,MI:0915(physical association)
P06733,Q99497,ENO1,PARK7,MI:0403(colocalization)
A0A024R9N2,Q9HC96,FANCC,CAPN10,MI:0407(direct interaction)
Q99567,P27701,NUP88,CD82,MI:0915(physical association)
P98182,Q5VWN6,ZNF200,FAM208B,MI:0915(physical association)
A0A024R0C7,Q13033,CTTNBP2NL,STRN3,MI:0915(physical association)
P42356,P13805,PI4KA,TNNT1,MI:0915(physical association)
Q8IXQ6,Q8TDB6,PARP9,DTX3L,MI:0915(physical association)
Q99567,Q2M2I8,NUP88,AAK1,MI:0915(physical association)
Q8N4M1,Q13643,SLC44A3,FHL3,MI:0915(physical association)
Q99567,O95487,NUP88,SEC24B,MI:0915(physical association)
P82932,Q9P0P0,MRPS6,RNF181,MI:0407(direct interaction)
O75554,O43143,WBP4,DHX15,MI:0407(direct interaction)
Q96NA2,A0A024QZB8,RILP,CLN3,psi-mi:MI:0914(association)
P02786,P04626,TFRC,ERBB2,MI:0915(physical association)
Q6P4F7,A0A024R692,ARHGAP11A,RHOJ,psi-mi:MI:0915(physical association)
Q6P4F7,Q9BYZ6,ARHGAP11A,RHOBTB2,psi-mi:MI:0915(physical association)
Q9Y252,P09917,RNF6,ALOX5,MI:0915(physical association)
A0A024R7N7,Q9UBX1,IFI30,CTSF,psi-mi:MI:0914(association)
Q9BT17,P00533,MTG1,EGFR,MI:0915(physical association)
O00429,P51572,DNM1L,BCAP31,psi-mi:MI:0914(association)
A0A1U9X983,Q9HCE1,NOTCH4,MOV10,psi-mi:MI:0914(association)
A0A024R692,O14827,RHOJ,RASGRF2,psi-mi:MI:0915(physical association)
P00533,A0A0S2Z5U6,EGFR,PYCR2,MI:0915(physical association)
P35611,Q01082,ADD1,SPTBN1,MI:0915(physical association)
O00139,Q9BPU9,KIF2A,B9D2,psi-mi:MI:0915(physical association)
Q9BWT7,Q9BWT7,CARD10,CARD10,MI:0915(physical association)
Q99567,Q8WXD5,NUP88,GEMIN6,psi-mi:MI:0914(association)
P57740,Q71F23,NUP107,CENPU,psi-mi:MI:0915(physical association)
A0A024R692,Q15052,RHOJ,ARHGEF6,psi-mi:MI:0915(physical association)
O00139,A0A024QZ70,KIF2A,TAOK1,psi-mi:MI:0915(physical association)
P49190,O60266,PTH2R,ADCY3,psi-mi:MI:0914(association)
P57740,P50748,NUP107,KNTC1,psi-mi:MI:0915(physical association)
O75554,Q14527,WBP4,HLTF,MI:0915(physical association)
A0A024R692,O94827,RHOJ,PLEKHG5,psi-mi:MI:0915(physical association)
P07585,Q70JA7,DCN,CHSY3,psi-mi:MI:0915(physical association)
P14780,P16070,MMP9,CD44,psi-mi:MI:0915(physical association)
Q6IBW4,A0A024RDV3,NCAPH2,RB1,psi-mi:MI:0915(physical association)
Q9HBH0,Q8WUY9,RHOF,DEPDC1B,psi-mi:MI:0915(physical association)
Q9HBH0,O94827,RHOF,PLEKHG5,psi-mi:MI:0915(physical association)
Q9H211,A0A0S2Z4A5,CDT1,MCM7,psi-mi:MI:0915(physical association)
P19174,P00533,PLCG1,EGFR,-
O43306,Q8TDU6,ADCY6,GPBAR1,psi-mi:MI:0914(association)
P28329,O14939,CHAT,PLD2,psi-mi:MI:0914(association)
Q504Q3,Q6ZRP7,PAN2,QSOX2,MI:0915(physical association)
Q504Q3,Q15428,PAN2,SF3A2,MI:0915(physical association)
O43306,Q9BPV8,ADCY6,P2RY13,psi-mi:MI:0914(association)
O43306,P35372,ADCY6,OPRM1,psi-mi:MI:0914(association)
Q9UJU6,A0A024R739,DBNL,POT1,psi-mi:MI:0915(physical association)
P00533,P14324,EGFR,FDPS,MI:0915(physical association)
Q9UI95,Q9Y2S7,MAD2L2,POLDIP2,MI:0407(direct interaction)
Q9Y490,P00533,TLN1,EGFR,MI:0407(direct interaction)
Q504Q3,A0A024R542,PAN2,TNKS1BP1,psi-mi:MI:0914(association)
Q86UK5,Q9HBM0,EVC2,VEZT,MI:0915(physical association)
Q86UK5,P49069,EVC2,CAMLG,MI:0915(physical association)
Q8N4M1,P35790,SLC44A3,CHKA,psi-mi:MI:0914(association)
Q9H211,Q9UFC0,CDT1,LRWD1,psi-mi:MI:0914(association)
Q9UJC3,Q9UJC3,HOOK1,HOOK1,MI:0407(direct interaction)
Q9BZH6,Q9UBT2,WDR11,UBA2,MI:0403(colocalization)
Q8WUM9,A0A024R157,SLC20A1,UGCG,MI:0915(physical association)
Q86YC2,O43502,PALB2,RAD51C,MI:0407(direct interaction)
P47898,Q9HB89,HTR5A,NMUR1,psi-mi:MI:0914(association)
Q96A08,P22492,HIST1H2BA,HIST1H1T,MI:0915(physical association)
A0A024RBQ8,Q9BYV2,C12orf49,TRIM54,MI:0915(physical association)
O60869,P68431,EDF1,HIST1H3A,MI:0915(physical association)
P47898,Q00722,HTR5A,PLCB2,psi-mi:MI:0914(association)
P47898,P59534,HTR5A,TAS2R39,psi-mi:MI:0914(association)
P47898,Q9BPV8,HTR5A,P2RY13,psi-mi:MI:0914(association)
P29322,P29322,EPHA8,EPHA8,-
Q9UJC3,Q8N612,HOOK1,FAM160A2,-
Q9UJC3,Q96ED9,HOOK1,HOOK2,-
Q9P127,Q86V48,LUZP4,LUZP1,MI:0915(physical association)
Q8TBB1,A8K7I0,LNX1,CLK2,MI:0915(physical association)
P46934,P46934,NEDD4,NEDD4,-
Q6EMB2,A0A024R4C3,TTLL5,TP73,MI:0915(physical association)
P20585,Q8WV07,MSH3,ORAOV1,MI:0403(colocalization)
Q9P127,Q9P127,LUZP4,LUZP4,MI:0915(physical association)
Q9P127,Q9UHB6,LUZP4,LIMA1,MI:0915(physical association)
Q9BT17,Q9NRL3,MTG1,STRN4,-
P46934,A0A0S2Z4R4,NEDD4,HGS,-
P07919,O75438,UQCRH,NDUFB1,psi-mi:MI:0914(association)
P30154,A0A024R730,PPP2R1B,CFTR,-
Q3KQV3,Q86Z20,ZNF792,CCDC125,MI:0915(physical association)
Q86YC2,Q9BYZ6,PALB2,RHOBTB2,MI:0915(physical association)
P14780,Q12873,MMP9,CHD3,psi-mi:MI:0915(physical association)
Q9H244,P06576,P2RY12,ATP5B,MI:0915(physical association)
Q9BT43,O15160,POLR3GL,POLR1C,psi-mi:MI:0915(physical association)
Q9H244,Q9NY26,P2RY12,SLC39A1,MI:0915(physical association)
Q9H244,P24539,P2RY12,ATP5F1,MI:0915(physical association)
Q7Z3Y8,Q5W5X9,KRT27,TTC23,MI:0915(physical association)
Q7Z5V6,Q9NZC7,PPP1R32,WWOX,MI:0915(physical association)
Q7Z5V6,P25791,PPP1R32,LMO2,MI:0915(physical association)
Q8WUM0,Q16531,NUP133,DDB1,MI:0403(colocalization)
P46531,P35249,NOTCH1,RFC4,MI:0915(physical association)
P27448,Q99959,MARK3,PKP2,MI:0914(association)
P11217,Q9BYV6,PYGM,TRIM55,MI:0915(physical association)
Q02224,Q9BZD4,CENPE,NUF2,psi-mi:MI:0915(physical association)
Q13415,Q08379,ORC1,GOLGA2,psi-mi:MI:0915(physical association)
Q7Z3Y8,Q68DK2,KRT27,ZFYVE26,MI:0915(physical association)
Q12891,A0A140VJI3,HYAL2,DPEP1,MI:0915(physical association)
Q96RL7,P00533,VPS13A,EGFR,MI:0915(physical association)
Q7Z3Y8,Q5T655,KRT27,CFAP58,MI:0915(physical association)
Q7Z3Y8,Q14D33,KRT27,RTP5,MI:0915(physical association)
Q7Z3Y8,P35900,KRT27,KRT20,MI:0915(physical association)
Q5S007,Q8ND71,LRRK2,GIMAP8,MI:0407(direct interaction)
Q7Z3Y8,Q96HA8,KRT27,WDYHV1,MI:0915(physical association)
Q7Z3Y8,Q9P0T4,KRT27,ZNF581,MI:0915(physical association)
Q7Z3Y8,Q9Y2Q3,KRT27,GSTK1,MI:0915(physical association)
Q96JN2,Q9H9D4,CCDC136,ZNF408,MI:0915(physical association)
Q8TBB1,P35638,LNX1,DDIT3,MI:0915(physical association)
Q9Y5I2,Q9Y5H9,PCDHA10,PCDHA2,MI:0915(physical association)
Q9UJX0,P20807,OSGIN1,CAPN3,MI:0407(direct interaction)
Q92626,Q9NRD1,PXDN,FBXO6,MI:0915(physical association)
Q5S007,A0A024R5W3,LRRK2,CSNK1G1,MI:0217(phosphorylation reaction)
Q9NZI5,Q8TE85,GRHL1,GRHL3,-
Q9P2L0,Q8NEZ3,WDR35,WDR19,MI:0915(physical association)
P07919,O95139,UQCRH,NDUFB6,psi-mi:MI:0914(association)
Q75QN2,P24928,INTS8,POLR2A,psi-mi:MI:0914(association)
O14802,Q9BT43,POLR3A,POLR3GL,MI:0915(physical association)
Q9H257,O43247,CARD9,TEX33,MI:0915(physical association)
A0A024R1T9,Q8IXJ6,ACLY,SIRT2,psi-mi:MI:0914(association)
P19526,O95139,FUT1,NDUFB6,MI:0915(physical association)
P01160,P01160,NPPA,NPPA,psi-mi:MI:0915(physical association)
Q13895,Q9H4L5,BYSL,OSBPL3,MI:0915(physical association)
O00322,Q96FL8,UPK1A,SLC47A1,MI:0915(physical association)
Q8NEC5,O00167,CATSPER1,EYA2,MI:0915(physical association)
Q96H20,Q08379,SNF8,GOLGA2,MI:0915(physical association)
Q8TDM6,Q13043,DLG5,STK4,psi-mi:MI:0914(association)
Q9UJX0,O60504,OSGIN1,SORBS3,MI:0915(physical association)
A0A0A0MRH8,Q8IW19,CHD1L,APLF,MI:0915(physical association)
A0A0A0MRH8,P13010,CHD1L,XRCC5,MI:0915(physical association)
A0A0A0MRH8,P09874,CHD1L,PARP1,MI:0915(physical association)
O00322,Q75T13,UPK1A,PGAP1,MI:0915(physical association)
Q9H257,P09917,CARD9,ALOX5,MI:0915(physical association)
P56192,P07900,MARS,HSP90AA1,MI:0915(physical association)
Q13099,Q9UG01,IFT88,IFT172,MI:0915(physical association)
Q13435,P30876,SF3B2,POLR2B,psi-mi:MI:0915(physical association)
Q8IVL5,P02452,P3H2,COL1A1,psi-mi:MI:0915(physical association)
A0A024RCX5,P01023,CDKN1A,A2M,psi-mi:MI:0915(physical association)
A0A024RCX5,O15123,CDKN1A,ANGPT2,psi-mi:MI:0915(physical association)
P11177,O43570,PDHB,CA12,psi-mi:MI:0914(association)
A0A024RCX5,Q96FN4,CDKN1A,CPNE2,MI:0915(physical association)
P34897,Q9UHP7,SHMT2,CLEC2D,MI:0915(physical association)
Q96KM6,P07900,ZNF512B,HSP90AA1,-
A0A024R120,Q14764,TFCP2,MVP,MI:0407(direct interaction)
A0A024R120,A0A024R5I7,TFCP2,PITPNM1,MI:0407(direct interaction)
A0A024RCX5,B4DXG3,CDKN1A,GDF9,MI:0407(direct interaction)
P14780,A0A024RDW8,MMP9,COL4A2,psi-mi:MI:0915(physical association)
O43143,P46531,DHX15,NOTCH1,MI:0915(physical association)
P17036,P23508,ZNF3,MCC,MI:0915(physical association)
A0A024RCX5,Q9UID3,CDKN1A,VPS51,MI:0407(direct interaction)
O96017,P38398,CHEK2,BRCA1,-
Q9NTM9,A0A024R3V7,CUTC,NIF3L1,MI:0407(direct interaction)
Q8TBB1,Q2NL98,LNX1,VMAC,MI:0915(physical association)
Q3KR16,P28325,PLEKHG6,CST5,MI:0915(physical association)
Q14511,A0A024R120,NEDD9,TFCP2,MI:0407(direct interaction)
Q3KR16,Q70UQ0,PLEKHG6,IKBIP,MI:0915(physical association)
Q5T5P2,Q4VXZ2,KIAA1217,VPS52,psi-mi:MI:0915(physical association)
Q13099,Q9Y366,IFT88,IFT52,MI:0915(physical association)
A0A024R416,A0A087WVR4,USP37,MYC,MI:0407(direct interaction)
Q9Y6Q9,A4D1B1,NCOA3,CD36,psi-mi:MI:0914(association)
P04156,Q96LT9,PRNP,RNPC3,MI:0407(direct interaction)
O75578,P02452,ITGA10,COL1A1,psi-mi:MI:0915(physical association)
Q6AI08,P78346,HEATR6,RPP30,MI:0403(colocalization)
Q9Y6Q9,O43513,NCOA3,MED7,psi-mi:MI:0915(physical association)
O60312,Q9NV96,ATP10A,TMEM30A,psi-mi:MI:0914(association)
Q01546,A0A0S2Z4R4,KRT76,HGS,MI:0915(physical association)
Q9H7F0,Q6UWJ1,ATP13A3,TMCO3,MI:0915(physical association)
Q96QZ7,Q9UQC2,MAGI1,GAB2,MI:0915(physical association)
P36404,Q13432,ARL2,UNC119,MI:0915(physical association)
Q5T5P2,Q9NYB9,KIAA1217,ABI2,MI:0915(physical association)
Q13099,Q96LB3,IFT88,IFT74,MI:0915(physical association)
A0A024R120,Q8N766,TFCP2,EMC1,MI:0915(physical association)
P26367,Q8WUA2,PAX6,PPIL4,MI:0915(physical association)
O14910,Q08379,LIN7A,GOLGA2,MI:0915(physical association)
Q3KR16,Q53EZ4,PLEKHG6,CEP55,MI:0915(physical association)
P26367,Q9BS40,PAX6,LXN,MI:0915(physical association)
P26367,A0A024R5Y1,PAX6,SPG21,MI:0915(physical association)
O14910,Q5T2T1,LIN7A,MPP7,MI:0915(physical association)
O14910,Q13368,LIN7A,MPP3,MI:0915(physical association)
O14910,Q9H2X0,LIN7A,CHRD,MI:0915(physical association)
O95393,P32971,BMP10,TNFSF8,MI:0915(physical association)
A0A024R416,Q5BKZ1,USP37,ZNF326,MI:0915(physical association)
Q8WUA2,O00541,PPIL4,PES1,MI:0915(physical association)
A0A024R1F9,Q9P2J2,ASCC2,IGSF9,-
P00533,Q9BXH1,EGFR,BBC3,MI:0915(physical association)
Q9H7F0,Q8IZF4,ATP13A3,ADGRG5,MI:0915(physical association)
P26367,Q8NHY3,PAX6,GAS2L2,MI:0915(physical association)
Q9NTM9,Q9NZD8,CUTC,SPG21,-
Q9H244,P46663,P2RY12,BDKRB1,psi-mi:MI:0914(association)
Q9H244,Q8TDU9,P2RY12,RXFP4,psi-mi:MI:0914(association)
Q9H244,O60503,P2RY12,ADCY9,psi-mi:MI:0914(association)
Q14993,Q14993,COL19A1,COL19A1,psi-mi:MI:0915(physical association)
Q96A09,P78424,FAM46B,POU6F2,MI:0915(physical association)
Q9Y2Q9,A0A024RBG3,MRPS28,MRPL42,MI:0403(colocalization)
Q9Y2Q9,Q12905,MRPS28,ILF2,MI:0403(colocalization)
P15309,Q13201,ACPP,MMRN1,MI:0915(physical association)
A0A024QZS4,Q9P2E9,PPIF,RRBP1,MI:0403(colocalization)
O75438,P28331,NDUFB1,NDUFS1,psi-mi:MI:0915(physical association)
A0A024QZ45,A0A024R416,BRIP1,USP37,MI:0915(physical association)
A0A024QZ45,P68431,BRIP1,HIST1H3A,MI:0915(physical association)
Q13829,O15160,TNFAIP1,POLR1C,psi-mi:MI:0915(physical association)
Q9NTM9,A0A024R1F9,CUTC,ASCC2,-
Q9H0M0,P49336,WWP1,CDK8,MI:0915(physical association)
Q9UL42,A0A024RAJ5,PNMA2,COL4A3BP,MI:0403(colocalization)
Q9UL42,Q14D33,PNMA2,RTP5,MI:0407(direct interaction)
Q15906,Q96A08,VPS72,HIST1H2BA,MI:0915(physical association)
Q9UKF2,O95450,ADAM30,ADAMTS2,MI:0915(physical association)
Q8NCE2,Q8TCG2,MTMR14,PI4K2B,psi-mi:MI:0914(association)
Q9HBY8,P51172,SGK2,SCNN1D,psi-mi:MI:0915(physical association)
P42898,Q96PH1,MTHFR,NOX5,MI:0915(physical association)
P36404,A0A024R4A2,ARL2,ALPI,MI:0915(physical association)
P35348,P30989,ADRA1A,NTSR1,psi-mi:MI:0914(association)
Q8NCE2,Q99755,MTMR14,PIP5K1A,psi-mi:MI:0914(association)
Q15906,Q13137,VPS72,CALCOCO2,MI:0407(direct interaction)
Q9NUN5,P27352,LMBRD1,GIF,psi-mi:MI:0914(association)
P61221,P13612,ABCE1,ITGA4,MI:0915(physical association)
P08473,P05305,MME,EDN1,-
Q8N1G1,Q8N1G1,REXO1,REXO1,-
Q86TI2,O95863,DPP9,SNAI1,MI:0915(physical association)
O75438,P06576,NDUFB1,ATP5B,psi-mi:MI:0914(association)
P35916,Q38SD2,FLT4,LRRK1,psi-mi:MI:0407(direct interaction)
Q969J2,Q6R2W3,ZKSCAN4,ZBED9,MI:0915(physical association)
Q9NRG4,O75436,SMYD2,VPS26A,psi-mi:MI:0915(physical association)
Q9NRG4,O14893,SMYD2,GEMIN2,psi-mi:MI:0915(physical association)
O75438,P36542,NDUFB1,ATP5C1,psi-mi:MI:0914(association)
Q96RT8,P07900,TUBGCP5,HSP90AA1,psi-mi:MI:0915(physical association)
P47897,A0A024R0V3,QARS,KLC3,MI:0915(physical association)
Q15276,Q5R372,RABEP1,RABGAP1L,MI:0915(physical association)
Q9UMD9,Q96T60,COL17A1,PNKP,MI:0915(physical association)
P47897,Q9BYE0,QARS,HES7,MI:0915(physical association)
P47897,Q96CA5,QARS,BIRC7,MI:0915(physical association)
P47897,Q9NRI5,QARS,DISC1,MI:0915(physical association)
P47897,Q8TBB1,QARS,LNX1,MI:0915(physical association)
P47897,P56545,QARS,CTBP2,MI:0915(physical association)
Q9UL42,Q9NWQ4,PNMA2,GPATCH2L,MI:0915(physical association)
Q9UPV0,A0A024RD15,CEP164,MAPK14,psi-mi:MI:0915(physical association)
Q9NRG4,Q8N157,SMYD2,AHI1,MI:0915(physical association)
Q71F23,A0A140VKD2,CENPU,MLF1,-
Q9HAT8,Q9NS15,PELI2,LTBP3,MI:0407(direct interaction)
P51582,Q14330,P2RY4,GPR18,psi-mi:MI:0914(association)
O95817,P42702,BAG3,LIFR,MI:0915(physical association)
O60503,P18089,ADCY9,ADRA2B,psi-mi:MI:0914(association)
P51582,Q9NYV8,P2RY4,TAS2R14,psi-mi:MI:0914(association)
P51582,O60503,P2RY4,ADCY9,psi-mi:MI:0914(association)
O60503,Q9Y5Q6,ADCY9,INSL5,psi-mi:MI:0914(association)
O60503,Q9BPV8,ADCY9,P2RY13,psi-mi:MI:0914(association)
Q9UPV0,Q9BYV8,CEP164,CEP41,psi-mi:MI:0915(physical association)
Q9UPV0,O75935,CEP164,DCTN3,psi-mi:MI:0915(physical association)
Q9UPV0,Q9HC77,CEP164,CENPJ,psi-mi:MI:0915(physical association)
Q9UPV0,Q9BV73,CEP164,CEP250,psi-mi:MI:0915(physical association)
Q96KG7,Q5JTZ9,MEGF10,AARS2,MI:0915(physical association)
Q96KG7,Q9NZM3,MEGF10,ITSN2,MI:0915(physical association)
P02786,A0A024RAD7,TFRC,STEAP3,psi-mi:MI:0914(association)
Q14203,Q15436,DCTN1,SEC23A,-
Q14203,Q03001,DCTN1,DST,-
P19367,P09104,HK1,ENO2,psi-mi:MI:0915(physical association)
Q96JB2,Q9NYB9,COG3,ABI2,MI:0915(physical association)
O15078,P00387,CEP290,CYB5R3,MI:0915(physical association)
A0A024R625,Q8TF05,PPP4C,PPP4R1,-
Q15276,Q9UJY4,RABEP1,GGA2,MI:0915(physical association)
A0A024QZJ2,Q9C035,UBE2D1,TRIM5,MI:0915(physical association)
A0A024QZJ2,Q9UBS8,UBE2D1,RNF14,MI:0915(physical association)
A0A024QZJ2,P55055,UBE2D1,NR1H2,MI:0915(physical association)
A0A024QZJ2,Q8N6T7,UBE2D1,SIRT6,MI:0915(physical association)
Q9GZX3,Q9H819,CHST6,DNAJC18,MI:0915(physical association)
A0A024QZJ2,Q14790,UBE2D1,CASP8,psi-mi:MI:0914(association)
P14618,Q9BSI4,PKM,TINF2,MI:0915(physical association)
A0A024QZJ2,Q15797,UBE2D1,SMAD1,psi-mi:MI:0914(association)
A0A024R2T0,Q92878,USP4,RAD50,MI:0915(physical association)
P00533,P62736,EGFR,ACTA2,MI:0915(physical association)
A0A024R7M7,P07332,JAK3,FES,-
A0A024QZJ2,A8K2M0,UBE2D1,PSMC4,psi-mi:MI:0914(association)
